Disease,Description,Source,Source_URL,Retrieved_Date,Canonical_Query
bladder obstruction,"Bladder outlet obstruction occurs when urine is unable to flow from the kidneys through the ureters and out of the bladder through the urethra. Decreased flow of urine leads to swelling of the urinary tract, called hydronephrosis. This process of decreased flow of urine through the urinary tract can begin as early as during intrauterine life and it prevents normal development of fetal kidneys and fetal urine. Low levels of fetal urine leads to low amniotic fluid levels and incomplete lung maturation. Older children and adults can also experience bladder outlet obstruction; however, this process is usually reversible and isn't associated with as many poor outcomes as in infants with congenital bladder outlet obstruction.",Wikipedia_search,https://en.wikipedia.org/wiki/Bladder_outlet_obstruction,2026-02-07,bladder outlet obstruction | wiki_title:Bladder outlet obstruction
melanoma,"Melanoma is a type of cancer, typically skin cancer; it develops from the melanin-producing cells known as melanocytes. It typically occurs in the skin, but may rarely occur in the mouth, intestines, or eye. In very rare cases melanoma can also happen in the lung, which is known as primary pulmonary melanoma and only happens in 0.01% of primary lung tumors.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Melanoma,2026-02-07,melanoma
cervical disorder,"Cervical cancer is a type of cancer that develops in the cervix or in any layer of the wall of the cervix. It is due to the abnormal growth of cells that can invade or spread to other parts of the body. Early on, typically no symptoms are seen. Later symptoms may include abnormal vaginal bleeding, pelvic pain or pain during sexual intercourse. While bleeding after sex may not be serious, it may also indicate the presence of cervical cancer.",Wikipedia_search,https://en.wikipedia.org/wiki/Cervical_cancer,2026-02-07,cervical disease | wiki_title:Cervical cancer
laryngitis,"Laryngitis is inflammation of the larynx. Symptoms often include a hoarse voice to no voice at all and may include fever, cough, pain in the front of the neck, and trouble swallowing. Typically, these last under 2 weeks.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Laryngitis,2026-02-07,laryngitis
dyshidrosis,"Dyshidrosis is a type of dermatitis, characterized by itchy vesicles of 1–2 mm in size, on the palms of the hands, sides of fingers, or bottoms of the feet. Outbreaks usually conclude within three to four weeks, but often recur. Repeated attacks may result in fissures and skin thickening. The cause of the condition is not known.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Dyshidrosis,2026-02-07,dyshidrosis
poisoning due to opioids,"An opioid overdose is toxicity due to excessive consumption of opioids, such as morphine, codeine, heroin, fentanyl, tramadol, Oxycodone, and methadone. This preventable pathology can be fatal if it leads to respiratory depression, a lethal condition that can cause hypoxia from slow and shallow breathing. Other symptoms include small pupils and unconsciousness; however, its onset can depend on the method of ingestion, the dosage and individual risk factors. Although there were over 110,000 deaths in 2017 due to opioids, individuals who survived also faced adverse complications, including permanent brain damage.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Opioid_overdose,2026-02-07,opioid overdose
diaper rash,"Irritant diaper dermatitis is skin rash in the diaper area, caused by various skin disorders and/or irritants.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Irritant_diaper_dermatitis,2026-02-07,diaper rash
lichen planus,"Lichen planus (LP) is a chronic inflammatory and autoimmune disease that affects the skin, nails, hair, and mucous membranes. It is not an actual lichen, but is named for its appearance. It is characterized by polygonal, flat-topped, violaceous papules and plaques with overlying, reticulated, fine white scale, commonly affecting dorsal hands, flexural wrists and forearms, trunk, anterior lower legs and oral mucosa. The hue may be gray-brown in people with darker skin. Although there is a broad clinical range of LP manifestations, the skin and oral cavity remain as the major sites of involvement. The cause is unknown, but it is thought to be the result of an autoimmune process with an unknown initial trigger. There is no cure, but many different medications and procedures have been used in efforts to control the symptoms.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Lichen_planus,2026-02-07,lichen planus
inguinal hernia,"An inguinal hernia or groin hernia is a hernia (protrusion) of abdominal cavity contents through the inguinal canal. Symptoms, which may include pain or discomfort, especially with or following coughing, exercise, or bowel movements, are absent in about a third of patients. Symptoms often get worse throughout the day and improve when lying down. A bulging area may occur that becomes larger when bearing down. Inguinal hernias occur more often on the right than the left side. The main concern is strangulation, where the blood supply to part of the intestine is blocked. This usually produces severe pain and tenderness in the area.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Inguinal_hernia,2026-02-07,inguinal hernia
eczema,"Dermatitis is a term used for different types of skin inflammation, typically characterized by itchiness, redness and a rash. In cases of short duration, there may be small blisters, while in long-term cases the skin may become thickened. The area of skin involved can vary from small to covering the entire body. Dermatitis is also called eczema, but ""eczema"" is often used for the most common type of skin inflammation, atopic dermatitis.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Dermatitis,2026-02-07,eczema
asperger syndrome,"Asperger syndrome (AS), also known as Asperger's syndrome or Asperger's, is a formerly used diagnostic category for a condition characterized by significant difficulties in social interaction and nonverbal communication, along with restricted and repetitive patterns of behavior and interests. It ceased to be a distinct diagnosis when it was merged into autism spectrum disorder (ASD) in the DSM-5 (2013) and ICD-11 (2022). Previously, it had been classified as a pervasive developmental disorder.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Asperger_syndrome,2026-02-07,asperger syndrome
mucositis,"Mucositis is the painful inflammation and ulceration of the mucous membranes lining the digestive tract, usually as an adverse effect of chemotherapy and radiotherapy treatment for cancer. Mucositis can occur anywhere along the gastrointestinal (GI) tract, but oral mucositis refers to the particular inflammation and ulceration that occurs in the mouth. Oral mucositis is a common and often debilitating complication of cancer treatment.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Mucositis,2026-02-07,mucositis
paronychia,"Paronychia is an inflammation of the skin around the nail, often due to bacteria or fungi.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Paronychia,2026-02-07,paronychia
open wound of the jaw,"A wound is any disruption of or damage to living tissue, such as skin, mucous membranes, or organs. Wounds can either be the sudden result of direct trauma, or can develop slowly over time due to underlying disease processes such as diabetes mellitus, venous/arterial insufficiency, or immunologic disease. Wounds can vary greatly in their appearance depending on wound location, injury mechanism, depth of injury, timing of onset, and wound sterility, among other factors. Treatment strategies for wounds will vary based on the classification of the wound, therefore it is essential that wounds be thoroughly evaluated by a healthcare professional for proper management. In normal physiology, all wounds will undergo a series of steps collectively known as the wound healing process, which include hemostasis, inflammation, proliferation, and tissue remodeling. Age, tissue oxygenation, stress, underlying medical conditions, and certain medications are just a few of the many factors known to affect the rate of wound healing.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Wound,2026-02-07,wound
